TV,Radio,Newspaper,Sales
112.36203565420875,32.10158230771439,12.374864260311913,13.30497028102673
285.21429192297484,4.206998249752441,108.306348801548,16.06979702610632
219.59818254342153,8.081435704730689,60.63028469374286,14.443962662405697
179.59754525911097,44.927709426353964,99.17489593292899,19.006316897631013
46.80559213273096,30.321452982979498,38.40595212367341,10.224127805784754
46.798356100860794,0.4598525808314824,107.46278741954406,3.9757075760172
17.42508365045984,5.0735771433016055,46.704201448099575,7.712973906786594
259.85284373248055,33.17508845540279,1.3005181776358032,20.894296168776133
180.33450352296265,0.25307919231093434,108.64583717031164,10.702538606709744
212.42177333881364,8.040402570874933,10.954401214336027,14.097574192666292
6.175348288740734,27.436689468329305,38.31763651084978,8.479912857231449
290.9729556485983,34.59475988463466,114.00743604609659,23.321354942274986
249.7327922401265,32.59806297513003,114.07285763250673,22.319566872221902
63.701733203482846,11.21346547302799,68.81254657479434,9.433658119581228
54.54749016213019,35.6089610673768,75.82046546037591,12.038882203959187
55.02135295603014,11.862454374840004,53.81346263739837,7.022859023396322
91.27267288786132,16.269984907963387,35.18529260376774,9.80054264185665
157.42692948967135,37.32457025590121,39.439745444389914,13.990641585555977
129.58350559263474,32.48164495236073,80.70221472924462,13.361822296135328
87.36874205941257,42.4611705247089,90.2849435325216,17.87698833410735
183.55586841671385,32.88064461501717,94.98948524710183,20.753489424478502
41.84815819561255,28.415430166773582,94.75417713534647,10.640240864176176
87.64339456056544,4.683738391404624,10.944732365842844,8.354983201748448
109.90855298810752,18.385790152971676,59.33043656430978,12.183222512517576
136.82099526511078,13.260118384086272,6.907051201997314,15.996360188450069
235.55278841790408,12.199482168954178,65.94346587884826,17.878568938536866
59.90213464750792,48.65052773762228,52.983660164805244,15.263661821089213
154.27033152408347,19.65488623333802,106.52450193099597,13.00507652366068
177.72437065861274,44.602327758855665,42.10980150624944,17.429490766084843
13.935123815999317,31.556931299863145,14.048041971312703,9.884142705206559
182.26345557043152,39.74056517708242,17.159001846340303,17.687032436622847
51.15723710618746,25.131854655259605,91.38127580609667,8.608878794494814
19.515477895583857,28.845194231317954,74.18616759795133,8.919237701180588
284.66566117599996,24.625884690943195,12.134721134734828,18.734156897034396
289.6896099223678,9.762149389902225,10.092816733799692,20.12010294443384
242.51920443493833,36.12260576307526,84.1162957750944,22.801507945362395
91.3841307520112,14.03861812204279,8.731560763703223,9.495366153911169
29.30163420191516,1.215798321572692,98.62320711484274,7.267881482884187
205.26990795364708,32.27361479535839,84.74906725877955,19.155411951045018
132.0457481218804,8.855533970352447,9.761853677027972,9.018857694332992
36.61147045343365,47.02292921764572,10.18052569022303,15.938593386740376
148.55307303338105,47.696428850129365,118.39674942014105,20.71650661625642
10.316556334565519,45.743219511022424,44.912495490734436,11.006144660677592
272.79612062363464,18.50793501277222,44.47705764802691,18.63667498997286
77.63399448000507,0.7728308264433714,97.5359480709003,5.81002801752077
198.75668530619458,46.415928129386266,113.66982928606305,19.789735161070134
93.51332282682328,21.409207415865716,118.32012765874451,13.562408608265098
156.02040635334325,48.33274095218348,90.40538223107299,22.95564525935307
164.01308380298389,48.18099885446264,45.151150263709894,17.87044868393519
55.45633665765811,42.650472773368,10.020086003840252,14.470284419342475
290.8753883293676,14.722444603479284,93.25762991129241,18.490493840947583
232.53984700833436,19.254886430096263,67.00850996829661,16.75466742543022
281.8496824692567,42.556833575842845,50.90664110963716,23.315077951023188
268.44820512829466,15.846100257813884,108.76252621136831,17.541028389929995
179.36999364332553,8.474637334304624,13.343697876738162,12.472796601495196
276.562270506935,27.840063122917506,59.1150125149031,19.85803974792805
26.54775061557585,46.80773870803905,1.3624373720902883,13.475506131699385
58.79485872574356,34.80148983374865,56.23927703929515,12.593102215627436
13.56818667316142,28.50305850446825,6.756393081820482,8.520321961704505
97.5990992289793,4.8588246885384265,14.25814995216863,6.644960409471043
116.6031869068446,30.750361334958487,14.103149613252587,13.173090178079729
81.40470953216877,49.50269250521316,77.90523625392763,17.97588963126814
248.6212527455788,7.004200761826201,89.5253855118508,16.735426162471366
107.02599800807678,25.916482618186837,70.00425181165916,11.733176084919588
84.28035290621423,43.86865359639777,115.46070581694504,16.369952116372485
162.80882494747453,37.03843088771022,44.98446954284449,18.81100868066453
42.27726749242879,34.8507870497634,34.285450353823286,9.21138102896815
240.6590942262119,35.12420419935546,104.23189538273523,22.211859322447882
22.365193103931247,17.97455756098776,26.831500622334318,6.375724569679031
296.06608098015516,14.679592213224668,115.58670473287336,20.77065713697039
231.67343078899722,40.46805777392568,1.458536962777961,19.888612575104016
59.61470446025172,40.50566973395904,116.38545920491669,11.740327088555526
1.6566351370807197,43.35361592900519,5.179189434069134,8.855750004485618
244.63842853645025,45.66202762782356,106.93717364376853,23.78263396613473
212.05720315428513,25.56711994304689,63.324133090355986,18.17882321403799
218.7021504122962,25.07581473435998,119.15577553431604,17.191842533111874
231.38110400578373,39.91475894833876,8.855587768247863,21.941546035776557
22.21339552022711,32.49819653888826,66.46251412815849,8.171587154066017
107.53971856328178,35.098343862885166,116.31630427429188,15.422999452696658
34.760717857538914,39.789633471805054,62.77174130041786,10.833352111310756
258.93102776267807,44.50026709087832,75.52783657623151,22.829473871555255
186.98943804826737,16.89975784257679,83.48984267815406,15.200472714443551
99.26940745579475,18.7791476319972,54.54492777213279,9.977782091705603
19.067505085807092,4.69909699204345,75.3069696100876,4.474093507026147
93.29469651469866,28.9140070498087,70.11771743077203,14.69167914125256
97.55499660802411,1.7971136898371043,108.13896125891868,7.465449393632969
218.88185350141922,23.27990090662301,5.4535656409749445,18.31373741339593
191.26724140656393,27.13223173537883,33.715582751067636,15.176067755895396
266.16382277289796,14.32706260641422,114.04937808918704,19.277984593828048
141.66447754858478,29.541663028450536,106.83165406690996,18.013903567032372
35.87827378149051,1.5250124969524714,54.67881033428555,1.258846172709489
213.9734361668985,1.8674094374607209,74.41591173618441,12.051102749158705
228.23551458506924,41.13002803298291,33.28574195773592,22.19506937327287
168.38315927084886,18.009532070563143,22.57453916685136,13.600325893904852
231.2901539863683,6.353025632594239,55.64380859279786,15.291818951890365
148.13867890931724,26.112163002740218,42.40226736312634,13.906718045024853
156.81984881459823,38.499677654930544,70.03873342210466,18.087100743073428
128.2623055075649,10.791051374842159,9.328156435798181,10.289779734078714
7.625738023228557,31.144523790950014,116.92737691993997,11.993009830924398
